gene_symbol,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
CD134:ACT35|TNFRSF4|AHS0013|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD137|TNFRSF9|AHS0003|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD14,0.49669644236564636,-0.41366568207740784,-0.3213579058647156,-0.4075751304626465,-0.004351173527538776,0.11857463419437408,-0.0428670309484005,0.0445316918194294,0.013084262609481812,-0.24411089718341827,-0.1975502073764801,0.05182440206408501,-0.1465785652399063,-0.10222326964139938,0.05399571731686592,-0.28538569808006287,0.08549005538225174,-0.10519047826528549,-0.026208151131868362,0.17991389334201813,-0.03587939962744713,0.046431299299001694,-0.03444894403219223,-0.056745246052742004,0.021059144288301468,0.021349096670746803,-0.04348720982670784,0.027709733694791794,-0.01570110209286213,0.018782466650009155,-0.01093877013772726,-0.009858909994363785,-0.005357077810913324,0.044580984860658646,0.04180709272623062,0.007786438334733248,0.011779406107962132,-0.019693024456501007,-0.003403712995350361,0.0009273923933506012,-0.015244949609041214,-0.005963551811873913,0.0077704922296106815,-0.028452731668949127,-0.02152135595679283,-0.05297982692718506,0.007828538306057453,-0.0073592145927250385,-0.0062612141482532024,-0.005011294968426228
CD14:MPHIP9|CD14|AHS0037|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD161:HP-3G10|KLRB1|AHS0205|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD16:3G8|FCGR3A|AHS0053|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD183|CXCR3|AHS0031|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD196|CCR6|AHS0034|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD19:SJ25C1|CD19|AHS0030|pAbO,-0.027791857719421387,0.4767879545688629,-0.2969055473804474,-0.2836305499076843,0.04620319604873657,0.2348269373178482,0.007371279411017895,0.17519782483577728,-0.3790717124938965,-0.2939346432685852,0.36403611302375793,-0.24388380348682404,-0.17207831144332886,0.04730408638715744,0.0019447972299531102,0.14832763373851776,0.06944674998521805,0.06478093564510345,0.08364038914442062,0.04599083587527275,0.03530304133892059,-0.035942770540714264,0.05264255031943321,-0.006737647112458944,0.009862740524113178,-0.013630707748234272,-0.031662359833717346,0.003767766524106264,-0.025253845378756523,0.005918541457504034,0.02144181914627552,-0.003493888769298792,-0.010770625434815884,0.0041879331693053246,0.029403027147054672,-0.004467677790671587,-0.06341847777366638,0.02681153453886509,-0.039138633757829666,-0.001862077391706407,0.04366927221417427,-0.005020230542868376,-0.0024980627931654453,-0.020954269915819168,-0.025405436754226685,-0.015557114034891129,-0.003958698827773333,-0.005382572766393423,-0.010362443514168262,0.01201053336262703
CD1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1C,0.012186762876808643,-0.0032615908421576023,-0.012160164304077625,0.008988242596387863,0.009524717926979065,-0.02337002195417881,0.014747179113328457,-0.002365370513871312,0.024883631616830826,-0.005011056084185839,-0.003814543830230832,0.011735471896827221,0.010749977082014084,0.021902374923229218,-0.013751409947872162,0.02381250262260437,-0.017694653943181038,0.05638669431209564,-0.04355310648679733,-0.022616388276219368,0.004535241983830929,0.030408915132284164,0.008487870916724205,0.010854754596948624,-0.008158684708178043,-0.025021083652973175,0.010426606051623821,-0.028569182381033897,-0.03272806853055954,0.17087474465370178,0.12285067141056061,0.13428647816181183,-0.04865310713648796,0.037793926894664764,0.02311837673187256,-0.020450469106435776,0.026984337717294693,-0.015324052423238754,-0.028601104393601418,0.004935096483677626,-0.0008986108005046844,0.017234178259968758,0.015969231724739075,0.0074944631196558475,-0.08947634696960449,0.11002448201179504,-0.07449568063020706,-0.010825030505657196,-0.00021168208331800997,0.02665492333471775
CD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD22,0.007071816362440586,0.11408861726522446,-0.07901453226804733,-0.01016028132289648,0.02534109354019165,-0.05805816501379013,-0.01627996377646923,0.06490511447191238,0.06176445633172989,0.025577032938599586,-0.059252262115478516,0.01156375091522932,0.004383670631796122,-0.009027141146361828,-0.016246866434812546,-0.027513477951288223,-0.042263880372047424,-0.030427955090999603,-0.032255563884973526,-0.0037763617001473904,-0.02596896141767502,0.0455128438770771,-0.024129530414938927,-0.00013763101014774293,0.019938599318265915,0.010121755301952362,0.004283207003027201,0.012927173636853695,-0.0007491981377825141,-0.019600240513682365,-0.01404163334518671,0.033730488270521164,0.013258442282676697,-0.03069993481040001,-0.028952402994036674,0.017174381762742996,0.17935211956501007,-0.03888547793030739,0.06168863922357559,0.025084296241402626,-0.08213068544864655,0.005554190371185541,0.024405639618635178,0.014774428680539131,0.03534708917140961,0.02057574689388275,0.006001574918627739,-0.04103093221783638,0.023658059537410736,-0.0015270794974640012
CD24,0.0019061720231547952,0.03383349999785423,-0.021734269335865974,-0.00926425401121378,0.0047319382429122925,-0.013323512859642506,0.006522629410028458,0.0358656570315361,0.016759613528847694,0.05797399953007698,0.020434390753507614,0.007923235185444355,0.0074305483140051365,0.03649827092885971,0.06029704213142395,0.01846691034734249,-0.05753588303923607,-0.02989315800368786,-0.05914708599448204,-0.015683148056268692,0.0582413487136364,-0.013843701221048832,0.0007570012239739299,-0.007475491613149643,0.06048407405614853,0.04861917719244957,-0.01730385608971119,0.03675449267029762,-0.027420010417699814,-0.14214110374450684,0.11071531474590302,0.1255727857351303,-0.06711823493242264,0.02462133951485157,-0.0056485868990421295,-0.07794632762670517,0.14930681884288788,-0.059746336191892624,0.23858772218227386,-0.08661156892776489,0.0017383890226483345,-0.30994829535484314,-0.4404890239238739,-0.3099760115146637,-0.14099876582622528,-0.31648239493370056,-0.03098958544433117,-0.0012310243910178542,0.2430931031703949,-0.06580207496881485
CD244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD25:2A3|IL2RA|AHS0026|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD272|BTLA|AHS0052|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD278|ICOS|AHS0012|pAbO,-0.11665614694356918,0.05012340471148491,0.42671430110931396,-0.32235464453697205,-0.24066771566867828,0.48751306533813477,0.20802582800388336,0.48048749566078186,0.04646140709519386,0.1944989562034607,-0.1673712283372879,0.04490622878074646,0.08489654958248138,-0.0031913327984511852,-0.007462051697075367,-0.14471949636936188,0.02813085913658142,-0.0031786751933395863,-0.005394694861024618,-0.057667672634124756,-0.0129923727363348,-0.027899542823433876,0.04588880017399788,-0.0370464026927948,0.04284806177020073,-0.016418136656284332,0.011033138260245323,0.08089610189199448,0.004095962271094322,0.026946131139993668,0.028108224272727966,0.04798183590173721,0.0359082892537117,0.015136050991714,0.0009509744122624397,0.033455342054367065,0.0027490954380482435,-0.005908458027988672,0.0006660153158009052,-0.011683972552418709,-0.006769097875803709,-0.0067029185593128204,0.024616332724690437,0.0010381907923147082,0.015873581171035767,0.003235872834920883,-0.016914501786231995,-0.03348812833428383,-0.01361222192645073,-0.03026285581290722
CD279:EH12-1|PDCD1|AHS0014|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD27:M-T271|CD27|AHS0025|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD28:L293|CD28|AHS0138|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD300A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD3:UCHT1|CD3E|AHS0231|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD3D,-0.13163289427757263,0.020336557179689407,0.261075884103775,-0.1312146782875061,0.12756246328353882,0.0022866474464535713,-0.18021424114704132,-0.02633591555058956,0.2602079510688782,-0.028914030641317368,0.10591904073953629,-0.04382225126028061,-0.12566137313842773,0.01834249682724476,-0.06851373612880707,0.1516476571559906,0.101749949157238,-0.24472224712371826,0.07924284785985947,0.5586607456207275,-0.020838454365730286,0.09800546616315842,-0.16175559163093567,0.14240941405296326,0.14982256293296814,-0.2850106358528137,-0.09270427376031876,-0.04805179312825203,-0.09223393350839615,0.08809982240200043,-0.07887386530637741,0.007768875919282436,-0.14304837584495544,0.04736001044511795,0.08205283433198929,-0.22153639793395996,-0.026378927752375603,0.0764010101556778,0.04805067554116249,0.026400260627269745,-0.010174027644097805,0.03685034066438675,-0.012438244186341763,0.08156242966651917,0.08274880796670914,-0.06336989253759384,-0.1296088844537735,-0.007962329313158989,0.041127730160951614,-0.077492356300354
CD3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD3G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD45RA:HI100|PTPRC|AHS0009|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4:SK3|CD4|AHS0032|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56:NCAM16.2|NCAM1|AHS0019|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD62L:DREG-56|SELL|AHS0049|pAbO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD69,-0.10923096537590027,0.04287391155958176,0.05135957896709442,-0.2218829095363617,0.2027679830789566,-0.22185872495174408,0.07938332110643387,-0.07303588837385178,-0.011311863549053669,0.06080607697367668,0.05246904864907265,-0.038482408970594406,0.12000022828578949,0.32141968607902527,-0.07883207499980927,-0.302573025226593,0.6597843766212463,-0.08075836300849915,-0.05237879604101181,-0.19769099354743958,-0.07435918599367142,-0.02706632949411869,-0.05928824841976166,0.02922084368765354,-0.22575047612190247,-0.04547812417149544,0.10275374352931976,-0.008941670879721642,-0.05730088800191879,0.020223252475261688,-0.12000612914562225,0.017546435818076134,-0.08271463960409164,-0.007966405712068081,-0.0742446631193161,-0.026851072907447815,-0.010774550028145313,-0.05469575896859169,0.0085890619084239,-0.020013924688100815,0.05200778320431709,0.0020046294666826725,-0.005465817637741566,-0.06663941591978073,-0.007726014591753483,-0.049970660358667374,0.0021314206533133984,0.008392281830310822,-0.018830208107829094,0.013248198665678501
CD7,-0.16156449913978577,-0.049822837114334106,-0.026503702625632286,-0.0747557058930397,-0.13991014659404755,-0.1696593463420868,0.09380265325307846,0.0023700499441474676,0.021587317809462547,-0.043579474091529846,0.12270988523960114,-0.07635936886072159,0.19368106126785278,-0.25150519609451294,0.06057102233171463,-0.0615445077419281,0.11941596865653992,-0.05562404915690422,0.10536558926105499,0.2505016326904297,0.06570322066545486,0.021429799497127533,0.37470290064811707,-0.1911134570837021,0.1356360912322998,0.2651883661746979,0.07525940239429474,-0.18612031638622284,0.4247567355632782,0.1023407131433487,-0.15573017299175262,0.21157397329807281,-0.045471254736185074,-0.11452004313468933,-0.12097115069627762,-0.15987160801887512,-0.05305120348930359,-0.1473109871149063,0.003936975263059139,-0.03314124420285225,-0.047786206007003784,0.020609848201274872,0.01972012408077717,-0.05072391778230667,0.023807600140571594,0.012570206075906754,0.03037366084754467,-0.055658504366874695,-0.07120653986930847,-0.0689699649810791
